filename,eye_openness,mouth_openness,shoulder_tilt,hand_face_dist,classification
00000.jpg,0.02234840393,0.0007146596909,0.03297579288,1.218870693,0
00001.jpg,0.02395135164,0.002163589001,0.05246031284,1.232343988,0
00002.jpg,0.02451890707,0.001234829426,0.0443816781,1.277655752,0
00003.jpg,0.02910992503,0.002011120319,0.03240209818,1.313677222,0
00004.jpg,0.02908617258,0.002567648888,0.05658817291,1.270468122,0
00005.jpg,0.02724501491,0.001666545868,0.02327859402,1.290804132,0
00006.jpg,0.02833792567,0.001410722733,0.02944648266,1.288430305,0
00007.jpg,0.02748060226,0.001230895519,0.02266538143,1.320723648,0
00008.jpg,0.03119131923,0.0006329417229,0.03208553791,1.321810027,0
00009.jpg,0.0303299129,0.001737117767,0.04635608196,1.245102636,0
00010.jpg,0.03068041801,0.001772761345,0.04864126444,1.281797364,0
00011.jpg,0.03045767546,0.001929581165,0.05613702536,1.251367519,0
00012.jpg,0.02841293812,0.0002796649933,0.02902698517,1.259516016,0
00013.jpg,0.02805832028,0.002536594868,0.03034341335,1.321290706,0
00014.jpg,0.02871456742,0.003622233868,0.02804678679,1.307485796,0
00015.jpg,0.02224248648,0.002566337585,0.02944260836,1.324608661,0
00016.jpg,0.0268907249,0.00107896328,0.01132196188,1.340268195,0
00017.jpg,0.02757388353,0.003694593906,0.02118057013,1.342043376,0
00018.jpg,0.02124419808,0.003102898598,0.008332848549,1.300639874,0
00019.jpg,0.02625980973,0.002579271793,0.02017837763,1.260631254,0
00020.jpg,0.02413228154,0.002725422382,0.005623042583,1.169901029,0
00021.jpg,0.02367651463,0.002506375313,0.00428879261,1.184417607,0
00022.jpg,0.02369338274,0.003060698509,0.006640851498,1.145313607,0
00023.jpg,0.0218603909,0.001407802105,0.001450955868,1.16630813,0
00024.jpg,0.02085101604,0.002501547337,0.00733846426,1.139830289,0
00025.jpg,0.01991254091,0.003408670425,0.002606630325,1.113620226,0
00026.jpg,0.01721903682,0.003213346004,0.009900450706,1.184732028,0
00027.jpg,0.02192550898,0.005216300488,0.00205385685,1.222886362,0
00028.jpg,0.02213454247,0.04303482175,0.0140144825,1.252738887,0
00029.jpg,0.02439466119,0.01713052392,0.01692956686,1.16601572,0
00030.jpg,0.02190583944,0.01335710287,0.001735448837,1.172499586,0
00031.jpg,0.02098479867,0.01058495045,0.004800140858,1.136314659,0
00032.jpg,0.02304431796,0.01236057281,0.001235425472,1.186587694,0
00033.jpg,0.01408433914,0.007163763046,0.03028804064,1.228868567,0
00034.jpg,0.01592305303,0.01045161486,0.02219855785,1.202824123,0
00035.jpg,0.01850903034,0.007157385349,0.01307082176,1.225132432,0
00036.jpg,0.02188560367,0.006349653006,0.01072990894,1.234704944,0
00037.jpg,0.01765590906,0.00636279583,0.01733827591,0.9839965418,0
00038.jpg,0.02419310808,0.01111096144,0.01553565264,1.216190048,0
00039.jpg,0.02633842826,0.004394501448,0.004990816116,1.271077244,0
00040.jpg,0.02743302286,0.003227055073,0.03584349155,0.8464311239,0
00041.jpg,0.0263119936,0.01736688614,0.0432896018,0.7483717205,0
00042.jpg,0.02226474881,0.002114742994,0.02080243826,0.7405539577,0
00043.jpg,0.02254071832,0.003059118986,0.03582924604,0.6873357751,0
00044.jpg,0.02220901847,0.002228498459,0.009463787079,1.20943719,0
00045.jpg,0.02643072605,0.01169627905,0.01244789362,1.180459466,0
00046.jpg,0.02666401863,0.01395815611,0.008486688137,1.211559918,0
00047.jpg,0.02412119508,0.004069626331,0.005104839802,1.254854102,0
00048.jpg,0.0254971981,0.006294578314,0.02877545357,1.246771131,0
00049.jpg,0.0273090601,0.009268224239,0.05130821466,1.27235831,0
00050.jpg,0.02667957544,0.008098095655,0.05398750305,1.255345686,0
00051.jpg,0.02686139941,0.006630599499,0.01184099913,1.20392373,0
00052.jpg,0.02434757352,0.01004242897,0.01391834021,1.144535947,0
00053.jpg,0.02152740955,0.008045971394,0.03064072132,1.155999617,0
00054.jpg,0.02201107144,0.01050019264,0.01364481449,1.143870767,0
