filename,eye_openness,mouth_openness,shoulder_tilt,hand_face_dist,classification
00000.jpg,0.02636574209,0.00240111351,0.02519083023,1.161621923,1
00001.jpg,0.02748163044,0.00116327405,0.008126080036,1.289602364,1
00002.jpg,0.02888023853,0.001456350088,0.03740018606,1.249220316,1
00003.jpg,0.02953749895,0.0003278851509,0.02003371716,0.446530503,1
00004.jpg,0.0241996944,0.0009682774544,0.009292244911,0.1756049225,1
00005.jpg,0.01884779334,0.04209548235,0.02321529388,0.1609603329,1
00006.jpg,0.01820468903,0.03541994095,0.02157455683,0.1564121676,1
00007.jpg,-1,-1,0.003794908524,0.2299039365,1
00008.jpg,0.007476359606,0.01507180929,0.02436602116,0.1991404289,1
00009.jpg,0.008529871702,0.01647830009,0.0124515295,0.2468902971,1
00010.jpg,0.01680585742,0.01341456175,0.02554768324,0.363290527,1
00011.jpg,-1,-1,0.02267360687,0.1812194367,1
00012.jpg,-1,-1,0.04473817348,0.1956812596,1
00013.jpg,-1,-1,0.02290946245,0.2065366102,1
00014.jpg,0.01292517781,0.03621336818,0.08151936531,0.288869191,1
00015.jpg,0.02462077141,0.06771069765,0.009166955948,1.126004443,1
00016.jpg,0.01472228765,0.008934259415,0.0009840726852,1.049384913,1
00017.jpg,0.0308046937,0.07790449262,0.00882434845,1.162248108,1
00018.jpg,0.0243960917,0.07259514928,0.01366859674,1.248938105,1
00019.jpg,0.03356176615,0.01995494962,0.02331000566,1.213524283,1
00020.jpg,0.02131471038,0.009890288115,0.008013486862,1.208820874,1
00021.jpg,0.01570379734,0.03459191322,0.03442376852,1.238370641,1
00022.jpg,0.0311833024,0.07641226053,0.01383715868,1.21784085,1
00023.jpg,0.02888064086,0.08078324795,0.02882528305,1.134789197,1
00024.jpg,0.03296518326,0.07930004597,0.04010009766,1.131455655,1
00025.jpg,0.02830311656,0.009173125029,0.01996523142,1.238803792,1
00026.jpg,0.03092572093,0.03271636367,0.06380558014,1.204808577,1
00027.jpg,0.02488037944,0.01395994425,0.009064853191,1.241752118,1
00028.jpg,0.02265182137,0.006641149521,0.005653679371,1.141577962,1
00029.jpg,0.02127707005,0.008528470993,0.02774757147,1.047042599,1
00030.jpg,0.01769313216,0.01130378246,0.04744058847,0.5625715103,1
00031.jpg,0.01711410284,0.003874897957,0.04858440161,0.3339468869,1
00032.jpg,0.01686954498,0.009975016117,0.04442155361,0.4665719318,1
00033.jpg,0.01190167665,0.02198916674,0.05313032866,0.5047096101,1
00034.jpg,0.01928013563,0.005192160606,0.0568023324,0.5513197387,1
00035.jpg,0.02057519555,0.01300653815,0.03587758541,0.4684635491,1
00036.jpg,0.01653167605,0.02245378494,0.01469397545,0.5173188534,1
00037.jpg,0.01649695635,0.03347948194,0.004965603352,0.6616553477,1
00038.jpg,0.02387830615,0.01241260767,0.01857614517,1.228492248,1
00039.jpg,0.02257499099,0.03631481528,0.02682375908,1.188210303,1
00040.jpg,0.02743302286,0.003227055073,0.03584349155,0.8464311239,1
00041.jpg,0.0263119936,0.01736688614,0.0432896018,0.7483717205,1
00042.jpg,0.02226474881,0.002114742994,0.02080243826,0.7405539577,1
00043.jpg,0.02254071832,0.003059118986,0.03582924604,0.6873357751,1
00044.jpg,0.02220901847,0.002228498459,0.009463787079,1.20943719,1
00045.jpg,0.02643072605,0.01169627905,0.01244789362,1.180459466,1
00046.jpg,0.02666401863,0.01395815611,0.008486688137,1.211559918,1
00047.jpg,0.02412119508,0.004069626331,0.005104839802,1.254854102,1
00048.jpg,0.0254971981,0.006294578314,0.02877545357,1.246771131,1
00049.jpg,0.0273090601,0.009268224239,0.05130821466,1.27235831,1
00050.jpg,0.02667957544,0.008098095655,0.05398750305,1.255345686,1
00051.jpg,0.02686139941,0.006630599499,0.01184099913,1.20392373,1
00052.jpg,0.02434757352,0.01004242897,0.01391834021,1.144535947,1
00053.jpg,0.02152740955,0.008045971394,0.03064072132,1.155999617,1
00054.jpg,0.02201107144,0.01050019264,0.01364481449,1.143870767,1
